Sex,Age,Height,Weight,NOC,Year,Season,City,Medal,Event
M,32,1.91,,SWE,2020,Summer,Tokyo,,Handball Men's Handball
F,27,,,GHA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,23,1.61,,NGR,2020,Summer,Tokyo,,Men's Artistic Gymnastics
M,33,,,ROC,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,21,,,TUR,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,26,1.57,,IND,2020,Summer,Tokyo,,Hockey Women's Hockey
F,33,,,KAZ,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,31,,,MAR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,36,,,BRN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,,,MAR,2020,Summer,Tokyo,Gold,Athletics Men's Shot Put
F,20,,,MAR,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
M,38,,,ITA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,28,,,MAR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,27,,,MAR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,23,1.74,,MAR,2020,Summer,Tokyo,,Men's Cycling Road
F,32,,,MAR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,25,,,QAT,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,25,1.8,,EGY,2020,Summer,Tokyo,,Football Men's Football
M,36,1.86,,EGY,2020,Summer,Tokyo,,Handball Men's Handball
M,22,1.76,,QAT,2020,Summer,Tokyo,Gold,Weightlifting Men's Lightweight
M,32,,,EGY,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,22,1.87,,EGY,2020,Summer,Tokyo,,Handball Men's Handball
M,25,1.92,,EGY,2020,Summer,Tokyo,,Handball Men's Handball
F,36,1.68,,CYP,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,19,,,GER,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,22,,,EGY,2020,Summer,Tokyo,,Badminton Men's Singles
M,32,,,EGY,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,20,,,EGY,2020,Summer,Tokyo,Silver,Modern Pentathlon Men's Individual
M,34,,,USA,2020,Summer,Tokyo,,Modern Pentathlon Men's Individual
F,24,,,EGY,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
M,26,1.97,,MAR,2020,Summer,Tokyo,,Beach Volleyball Men's Beach Volleyball
M,38,,,ARU,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,32,,,LBN,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,26,,,QAT,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,29,1.69,,FRA,2020,Summer,Tokyo,,Men's Cycling Road
M,29,1.87,,MEX,2020,Summer,Tokyo,,Men's Baseball/Softball
M,27,,,MAR,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
F,25,,,CAN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,40,,,EST,2020,Summer,Tokyo,,Women's Equestrian
M,21,1.77,,NZL,2020,Summer,Tokyo,,Football Men's Football
F,23,,,AUS,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
F,24,,,USA,2020,Summer,Tokyo,Bronze,Athletics Women's 100 metres
F,24,,,USA,2020,Summer,Tokyo,Gold,Athletics Women's 100 metres
M,31,,,GBR,2020,Summer,Tokyo,,Badminton Men's Singles
M,23,,,JAM,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,25,1.63,,USA,2020,Summer,Tokyo,,Boxing Women's Flyweight
M,32,,,USA,2020,Summer,Tokyo,,Archery Men's Individual
M,31,1.92,,EGY,2020,Summer,Tokyo,,Handball Men's Handball
F,40,,,CAN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,21,,,COM,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,22,,,CAN,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,30,1.85,,NGR,2020,Summer,Tokyo,,Basketball Women's Basketball
M,33,,,ESP,2020,Summer,Tokyo,,Men's Canoe Slalom
F,17,1.4,,SRI,2020,Summer,Tokyo,,Women's Artistic Gymnastics
M,34,,,EGY,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,21,,,EGY,2020,Summer,Tokyo,,Triathlon Women's Olympic Distance
F,17,,,EGY,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
M,25,,,EGY,2020,Summer,Tokyo,,Men's Karate
M,17,,,EGY,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,22,,,EGY,2020,Summer,Tokyo,Bronze,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,22,,,JOR,2020,Summer,Tokyo,Silver,Taekwondo Men's Flyweight
F,21,,,EGY,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
M,32,1.91,,EGY,2020,Summer,Tokyo,,Football Men's Football
M,26,,,EGY,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,24,1.91,,EGY,2020,Summer,Tokyo,,Handball Men's Handball
M,19,1.73,,HON,2020,Summer,Tokyo,,Football Men's Football
M,32,1.74,,EGY,2020,Summer,Tokyo,,Handball Men's Handball
F,22,,,TUN,2020,Summer,Tokyo,,Archery Women's Individual
M,23,1.99,,GBR,2020,Summer,Tokyo,Bronze,Rowing Men's Lightweight Double Sculls
F,21,,,EGY,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
F,21,1.92,,KEN,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,27,1.82,,USA,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,40,,,EST,2020,Summer,Tokyo,Gold,"Fencing Women's epee, Individual"
M,27,1.89,,NGR,2020,Summer,Tokyo,,Basketball Men's Basketball
M,25,,,ROC,2020,Summer,Tokyo,Bronze,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,21,,,MDA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,29,,,CAN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,22,,,JPN,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
M,25,2,,ROU,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,29,1.82,,CHI,2020,Summer,Tokyo,,Football Women's Football
M,34,,,JPN,2020,Summer,Tokyo,,Badminton Men's Singles
F,20,1.67,,JPN,2020,Summer,Tokyo,,Football Women's Football
M,27,1.78,,JPN,2020,Summer,Tokyo,,Football Men's Football
M,41,1.98,,EST,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,27,,,NGR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,19,,,GRE,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,31,1.63,,USA,2020,Summer,Tokyo,Gold,"Shooting Women's Air Rifle, 10 metres"
M,28,,,IRL,2020,Summer,Tokyo,,Men's Cycling Track
M,27,,,IRL,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,27,1.92,,ROC,2020,Summer,Tokyo,,Volleyball Women's Volleyball
M,32,,,MGL,2020,Summer,Tokyo,,Table Tennis Men's Team
F,27,1.75,,MGL,2020,Summer,Tokyo,,Women's 3x3 Basketball
M,31,,,MGL,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,45,,,IRL,2020,Summer,Tokyo,,Women's Equestrian
F,24,,,JPN,2020,Summer,Tokyo,,Diving Women's Platform
M,23,2.01,,USA,2020,Summer,Tokyo,,Volleyball Men's Volleyball
M,39,1.93,,ESP,2020,Summer,Tokyo,Bronze,Handball Men's Handball
F,24,1.65,,CAN,2020,Summer,Tokyo,Bronze,Women's Baseball/Softball
M,31,,,GEQ,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,32,,,ITA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,21,,,BUL,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,23,,,TUR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,23,1.73,,EGY,2020,Summer,Tokyo,,Football Men's Football
F,26,1.87,,TUR,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,31,1.77,,NZL,2020,Summer,Tokyo,,Football Women's Football
M,30,,,HUN,2020,Summer,Tokyo,Bronze,Water Polo Men's Water Polo
F,33,1.88,,TUR,2020,Summer,Tokyo,,Volleyball Women's Volleyball
M,28,,,MGL,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,22,,,MGL,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,24,,,MGL,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,22,,,HUN,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,30,,,TUR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,24,1.78,,ISR,2020,Summer,Tokyo,,Men's Baseball/Softball
M,21,,,UZB,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
F,35,1.84,,DEN,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,19,1.62,,NOR,2020,Summer,Tokyo,,Women's Artistic Gymnastics
F,32,1.72,,BRA,2020,Summer,Tokyo,,Football Women's Football
F,27,1.72,,SWE,2020,Summer,Tokyo,Silver,Football Women's Football
M,22,,,EST,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,26,,,ESP,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,33,,,ITA,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
F,32,,,ITA,2020,Summer,Tokyo,Bronze,"Fencing Women's epee, Individual"
M,19,,,ESP,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,16,,,TUR,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,28,1.7,,USA,2020,Summer,Tokyo,Bronze,Football Women's Football
F,40,,,ECU,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,24,1.68,,ESP,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,28,,,MEX,2020,Summer,Tokyo,,Women's Baseball/Softball
M,27,,,CMR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,27,1.8,,ESP,2020,Summer,Tokyo,Silver,Water Polo Women's Water Polo
F,26,1.77,,ESP,2020,Summer,Tokyo,Silver,Water Polo Women's Water Polo
M,30,,,MEX,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,24,,,PAR,2020,Summer,Tokyo,,Women's Cycling Road
M,33,1.82,,MEX,2020,Summer,Tokyo,,Men's Baseball/Softball
F,29,,,ECU,2020,Summer,Tokyo,,Archery Women's Individual
F,35,,,VEN,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,22,1.73,,MEX,2020,Summer,Tokyo,Bronze,Football Men's Football
M,34,,,MAR,2020,Summer,Tokyo,,Triathlon Men's Olympic Distance
M,19,,,MAR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,32,,,CMR,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
F,29,1.73,,NZL,2020,Summer,Tokyo,,Football Women's Football
F,30,1.72,,ESP,2020,Summer,Tokyo,Silver,Water Polo Women's Water Polo
M,26,,,CUB,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,26,1.76,,ARG,2020,Summer,Tokyo,Bronze,Rugby Sevens Men's Rugby Sevens
M,32,,,FIN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,22,,,FRA,2020,Summer,Tokyo,,Women's Cycling BMX Racing
M,29,,,JPN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,24,1.7,,TUN,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,31,,,RSA,2020,Summer,Tokyo,,Hockey Men's Hockey
F,23,,,BAH,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,30,,,GBR,2020,Summer,Tokyo,Silver,Women's Cycling Track
F,29,1.67,,GBR,2020,Summer,Tokyo,,Hockey Women's Hockey
F,29,1.94,,DOM,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,22,,,BAR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,20,,,BEL,2020,Summer,Tokyo,,Men's Cycling Road
M,23,,,RSA,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,23,1.85,,AUS,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,27,,,ROC,2020,Summer,Tokyo,Gold,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,36,,,POR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,32,1.65,,GBR,2020,Summer,Tokyo,,Golf Women's Individual
M,25,1.93,,AUS,2020,Summer,Tokyo,Bronze,Basketball Men's Basketball
M,27,,,JOR,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,21,,,CMR,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,23,,,ITA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,28,,,FRA,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,24,1.98,,FRA,2020,Summer,Tokyo,Gold,Handball Men's Handball
M,19,,,LBR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,27,,,SUI,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,19,1.92,,ITA,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,27,1.58,,SUI,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,19,,,SLO,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,26,,,BEL,2020,Summer,Tokyo,,Women's Equestrian
F,17,1.73,,NZL,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,31,,,POL,2020,Summer,Tokyo,Bronze,Athletics Men's Shot Put
F,30,,,UZB,2020,Summer,Tokyo,,Modern Pentathlon Women's Individual
F,27,,,ARG,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,21,,,BRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,29,,,SWE,2020,Summer,Tokyo,,Table Tennis Men's Team
F,25,1.69,,MEX,2020,Summer,Tokyo,,Boxing Women's Flyweight
F,27,1.71,,SWE,2020,Summer,Tokyo,Silver,Football Women's Football
M,28,,,FRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,28,2.18,,FRA,2020,Summer,Tokyo,Silver,Basketball Men's Basketball
M,35,,,ITA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,31,1.8,,ITA,2020,Summer,Tokyo,,Women's Baseball/Softball
M,32,2,,ESP,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,23,1.85,,CAN,2020,Summer,Tokyo,,Men's Marathon Swimming
F,21,1.48,,CHN,2020,Summer,Tokyo,,Women's Artistic Gymnastics
M,23,,,CHN,2020,Summer,Tokyo,Silver,Table Tennis Men's Team
M,23,,,CHN,2020,Summer,Tokyo,Gold,Table Tennis Men's Team
F,21,,,TPE,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,24,,,CHN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,25,,,ITA,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,33,,,TOG,2020,Summer,Tokyo,,Table Tennis Men's Team
M,30,1.87,,CRO,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
F,23,,,ITA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,33,,,COL,2020,Summer,Tokyo,,Tennis Men's Doubles
M,22,,,ALG,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,28,1.73,,CAN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,28,,,BRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,20,,,ECU,2020,Summer,Tokyo,,Men's Marathon Swimming
M,24,,,TTO,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,23,,,GER,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,40,,,USA,2020,Summer,Tokyo,,Men's Equestrian
F,19,1.85,,ARG,2020,Summer,Tokyo,,Volleyball Women's Volleyball
M,27,,,AZE,2020,Summer,Tokyo,,Men's Karate
F,27,,,IRI,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,22,1.7,,MEX,2020,Summer,Tokyo,,Golf Women's Individual
F,16,,,SWE,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,21,,,AZE,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,24,1.85,,CRO,2020,Summer,Tokyo,,Water Polo Men's Water Polo
F,27,1.73,,USA,2020,Summer,Tokyo,Gold,Water Polo Women's Water Polo
F,31,,,LBN,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
F,19,1.76,,FRA,2020,Summer,Tokyo,Bronze,Basketball Women's Basketball
M,25,1.98,,VEN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
F,18,,,UZB,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
F,45,,,HUN,2020,Summer,Tokyo,,Table Tennis Women's Singles
M,28,,,EOR,2020,Summer,Tokyo,,Men's Canoe Sprint
M,22,1.87,,BLR,2020,Summer,Tokyo,,Men's Canoe Sprint
M,21,,,ITA,2020,Summer,Tokyo,,Men's Skateboarding
M,33,1.78,,USA,2020,Summer,Tokyo,Silver,Men's Baseball/Softball
F,16,1.9,,ROC,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,22,,,ROC,2020,Summer,Tokyo,,Water Polo Women's Water Polo
F,21,1.65,,USA,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
M,32,,,AUT,2020,Summer,Tokyo,,Table Tennis Men's Team
F,23,,,GER,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,21,1.78,,HUN,2020,Summer,Tokyo,,Men's Canoe Sprint
M,29,,,BRA,2020,Summer,Tokyo,,Men's Skateboarding
F,35,,,USA,2020,Summer,Tokyo,Bronze,Athletics Women's 100 metres
F,35,,,USA,2020,Summer,Tokyo,Gold,Athletics Women's 100 metres
M,20,,,GRN,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,23,,,DOM,2020,Summer,Tokyo,Silver,Athletics Men's Shot Put
F,26,,,CHN,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,32,,,TPE,2020,Summer,Tokyo,,Men's Cycling Road
F,31,,,CHN,2020,Summer,Tokyo,,Golf Women's Individual
F,34,,,SGP,2020,Summer,Tokyo,,Table Tennis Women's Singles
F,21,,,CHN,2020,Summer,Tokyo,Silver,Women's Artistic Swimming
F,28,,,FRA,2020,Summer,Tokyo,,Women's Karate
M,26,,,ALG,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,27,1.82,,GBR,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,23,,,TUN,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,27,,,USA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,22,,,STP,2020,Summer,Tokyo,,Men's Canoe Sprint
M,37,1.8,,ESP,2020,Summer,Tokyo,Gold,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,22,1.85,,ESP,2020,Summer,Tokyo,Silver,Football Men's Football
M,25,,,GUA,2020,Summer,Tokyo,,Modern Pentathlon Men's Individual
M,31,1.91,,ARG,2020,Summer,Tokyo,,Handball Men's Handball
F,28,1.73,,ESP,2020,Summer,Tokyo,,Handball Women's Handball
F,18,,,CAN,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
F,25,,,URU,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,34,1.85,,ESP,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,32,1.93,,ESP,2020,Summer,Tokyo,Bronze,Handball Men's Handball
M,35,1.96,,ESP,2020,Summer,Tokyo,,Basketball Men's Basketball
M,27,,,ESP,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,33,1.78,,ESP,2020,Summer,Tokyo,,Beach Volleyball Women's Beach Volleyball
M,32,,,AUS,2020,Summer,Tokyo,,Modern Pentathlon Men's Individual
F,28,,,FRA,2020,Summer,Tokyo,,Women's Cycling Mountain Bike
M,24,1.77,,ITA,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
F,30,1.46,,ITA,2020,Summer,Tokyo,Silver,Women's Artistic Gymnastics
M,30,1.99,,POR,2020,Summer,Tokyo,,Handball Men's Handball
F,30,,,BRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,28,,,BRA,2020,Summer,Tokyo,Silver,Boxing Women's Flyweight
M,26,,,BRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,26,,,BRA,2020,Summer,Tokyo,Gold,Men's Surfing
F,38,,,BRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,23,1.64,,ESP,2020,Summer,Tokyo,,Women's Artistic Swimming
F,54,,,ESP,2020,Summer,Tokyo,,Women's Equestrian
F,27,,,ITA,2020,Summer,Tokyo,,Women's Artistic Swimming
F,23,1.72,,FRA,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
F,30,,,ROC,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,17,1.72,,UZB,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
F,26,1.9,,ROC,2020,Summer,Tokyo,,Volleyball Women's Volleyball
M,28,,,MRI,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,29,,,ITA,2020,Summer,Tokyo,Bronze,"Fencing Women's epee, Individual"
M,27,,,ITA,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
F,30,,,CAN,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
F,21,,,ITA,2020,Summer,Tokyo,,Women's Cycling Track
F,18,1.8,,UKR,2020,Summer,Tokyo,Bronze,Women's Artistic Swimming
F,18,1.8,,UKR,2020,Summer,Tokyo,Bronze,Women's Artistic Swimming
F,19,,,POL,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,32,1.62,,GBR,2020,Summer,Tokyo,Bronze,Rowing Men's Lightweight Double Sculls
M,28,1.83,,USA,2020,Summer,Tokyo,,Men's Cycling BMX Racing
F,27,1.76,,CAN,2020,Summer,Tokyo,,Basketball Women's Basketball
M,32,1.98,,ITA,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,36,1.91,,ITA,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,32,1.93,,ESP,2020,Summer,Tokyo,Bronze,Handball Men's Handball
M,18,,,BRA,2020,Summer,Tokyo,,Diving Men's Platform
F,29,1.5,,ESP,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,27,,,VEN,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,56,,,PUR,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
M,33,1.85,,POL,2020,Summer,Tokyo,,Beach Volleyball Men's Beach Volleyball
M,25,,,BRN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,31,,,GER,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,28,1.83,,USA,2020,Summer,Tokyo,Silver,Men's Baseball/Softball
F,31,1.95,,FRA,2020,Summer,Tokyo,,Women's 3x3 Basketball
M,33,,,SRB,2020,Summer,Tokyo,Gold,Water Polo Men's Water Polo
F,35,1.86,,ITA,2020,Summer,Tokyo,,Women's 3x3 Basketball
M,34,,,GRE,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,20,,,GRE,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,27,1.78,,ITA,2020,Summer,Tokyo,,Women's Baseball/Softball
F,24,1.69,,CAN,2020,Summer,Tokyo,Bronze,Rowing Women's Coxless Pairs
F,40,,,AUT,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,19,,,NZL,2020,Summer,Tokyo,,Hockey Men's Hockey
M,24,,,SEY,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,27,,,USA,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,21,,,USA,2020,Summer,Tokyo,Gold,Swimming Men's 400 metres Freestyle
M,21,,,USA,2020,Summer,Tokyo,Gold,Swimming Men's 400 metres Freestyle
M,30,,,USA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,31,,,IRL,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,24,1.72,,VEN,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,31,,,POL,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,22,,,CAN,2020,Summer,Tokyo,,Women's Artistic Swimming
M,23,1.81,,ITA,2020,Summer,Tokyo,,Men's Surfing
F,27,1.69,,BRA,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
M,25,,,ROU,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,27,,,SOL,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,21,1.83,,USA,2020,Summer,Tokyo,Gold,Water Polo Women's Water Polo
F,23,1.85,,USA,2020,Summer,Tokyo,Gold,Water Polo Women's Water Polo
F,20,,,AUT,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
F,22,,,CZE,2020,Summer,Tokyo,,Women's Canoe Slalom
M,23,,,USA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,22,,,COK,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,25,1.95,,ISR,2020,Summer,Tokyo,,Men's Baseball/Softball
F,31,,,MDA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,25,,,FSM,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,30,,,AUS,2020,Summer,Tokyo,,Women's Surfing
M,22,1.87,,CAN,2020,Summer,Tokyo,,Men's Canoe Sprint
M,26,1.8,,IRL,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
F,24,,,AUS,2020,Summer,Tokyo,,Hockey Women's Hockey
F,25,,,AUS,2020,Summer,Tokyo,,Hockey Women's Hockey
F,25,1.68,,NZL,2020,Summer,Tokyo,Gold,Rugby Sevens Women's Rugby Sevens
M,24,1.95,,AUS,2020,Summer,Tokyo,,Men's Canoe Sprint
F,23,,,IRL,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,44,,,DEN,2020,Summer,Tokyo,,Men's Equestrian
M,29,1.78,,GBR,2020,Summer,Tokyo,,Golf Men's Individual
M,22,1.88,,CZE,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,28,1.74,,CZE,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,25,,,NOR,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,29,1.72,,GBR,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,22,1.64,,CAN,2020,Summer,Tokyo,Gold,Football Women's Football
F,18,1.69,,GER,2020,Summer,Tokyo,,Hockey Women's Hockey
M,28,1.85,,IRL,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,32,1.75,,GBR,2020,Summer,Tokyo,Gold,Sailing Men's Two Person Dinghy
F,31,1.72,,IRL,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,20,1.85,,RSA,2020,Summer,Tokyo,,Football Men's Football
F,26,,,USA,2020,Summer,Tokyo,Bronze,Swimming Women's 100 metres Backstroke
F,26,,,USA,2020,Summer,Tokyo,Bronze,Swimming Women's 100 metres Backstroke
F,26,1.71,,FRA,2020,Summer,Tokyo,Gold,Handball Women's Handball
M,30,,,ALG,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,28,,,USA,2020,Summer,Tokyo,,Men's Surfing
M,23,,,DOM,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
