Sex,NOC,Height,Weight,Age,Season,City,Year,Event,Medal
F,TJK,0.0,0.0,27.0,Summer,Paris,2024,Taekwondo Women +67kg,
F,CZE,0.0,0.0,21.0,Summer,Paris,2024,"Shooting 10m Air Rifle Women, 50m Rifle 3 Positions Women, 10m Air Rifle Mixed Team",
M,CZE,0.0,0.0,42.0,Summer,Paris,2024,Shooting Trap Men,
M,CZE,0.0,0.0,29.0,Summer,Paris,2024,Shooting 50m Rifle 3 Positions Men,
M,CZE,0.0,0.0,41.0,Summer,Paris,2024,Shooting 25m Rapid Fire Pistol Men,
M,CZE,0.0,0.0,23.0,Summer,Paris,2024,"Shooting 10m Air Rifle Men, 50m Rifle 3 Positions Men, 10m Air Rifle Mixed Team",
M,CZE,0.0,0.0,24.0,Summer,Paris,2024,"Shooting 10m Air Pistol Men, 25m Rapid Fire Pistol Men",
M,CZE,0.0,0.0,27.0,Summer,Paris,2024,Shooting 10m Air Rifle Men,
F,CZE,0.0,0.0,29.0,Summer,Paris,2024,"Shooting Skeet Women, Skeet Mixed Team",
M,CZE,0.0,0.0,33.0,Summer,Paris,2024,"Shooting Skeet Men, Skeet Mixed Team",
M,JPN,0.0,0.0,21.0,Summer,Paris,2024,Trampoline Gymnastics Men,
F,JPN,0.0,0.0,25.0,Summer,Paris,2024,Trampoline Gymnastics Women,
M,AIN,0.0,0.0,24.0,Summer,Paris,2024,Taekwondo Men -58kg,
M,THA,0.0,0.0,25.0,Summer,Paris,2024,"Cycling Road ""Mens Road Race""",
F,THA,0.0,0.0,29.0,Summer,Paris,2024,"Cycling Road ""Womens Road Race"", ""Womens Individual Time Trial""",
M,JPN,184.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens High Jump""",
M,JPN,170.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens Marathon""",
M,JPN,167.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Mens 3000m Steeplechase""",
M,JPN,182.0,0.0,33.0,Summer,Paris,2024,"Athletics ""Mens Javelin Throw""",
F,JPN,159.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens 20km Race Walk""",
F,JPN,166.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Womens 100m Hurdles""",
F,JPN,160.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Womens 10,000m""",
F,JPN,161.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Womens 1500m""",
M,JPN,172.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Mens 20km Race Walk""",
M,JPN,183.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens Long Jump""",
F,JPN,169.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Womens Long Jump""",
M,JPN,172.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens 100m"", ""Mens 4 x 100m Relay""",
M,JPN,186.0,0.0,33.0,Summer,Paris,2024,"Athletics ""Mens 200m""",
M,JPN,168.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens 20km Race Walk""",
M,JPN,175.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Mens 110m Hurdles""",
F,JPN,164.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens 5000m""",
M,JPN,174.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
M,JPN,178.0,0.0,26.0,Summer,Paris,2024,Athletics Marathon Race Walk Relay Mixed,
M,JPN,176.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens 4 x 100m Relay""",
F,JPN,176.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Womens Javelin Throw""",Gold
M,JPN,177.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens 20km Race Walk""",
F,JPN,160.0,0.0,21.0,Summer,Paris,2024,"Athletics ""Womens 10,000m""",
M,JPN,170.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens Marathon""",
M,CHN,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 60kg""",Silver
M,CHN,0.0,0.0,28.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 87kg""",
M,CHN,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 130kg""",Bronze
M,CHN,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 57kg""",
M,CHN,0.0,0.0,21.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 74kg""",
M,CHN,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 97kg""",
M,CHN,0.0,0.0,36.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 125kg""",
F,CHN,0.0,0.0,25.0,Summer,Paris,2024,"Wrestling ""Womens Freestyle 50kg""",Bronze
F,CHN,0.0,0.0,28.0,Summer,Paris,2024,"Wrestling ""Womens Freestyle 53kg""",Bronze
F,CHN,0.0,0.0,21.0,Summer,Paris,2024,"Wrestling ""Womens Freestyle 57kg""",Bronze
F,CHN,0.0,0.0,31.0,Summer,Paris,2024,"Wrestling ""Womens Freestyle 68kg""",
F,CHN,0.0,0.0,29.0,Summer,Paris,2024,"Wrestling ""Womens Freestyle 76kg""",
F,ZIM,155.0,0.0,36.0,Summer,Paris,2024,"Athletics ""Womens Marathon""",
F,CHN,0.0,0.0,22.0,Summer,Paris,2024,"Triathlon ""Womens Individual""",
M,ZIM,0.0,0.0,36.0,Summer,Paris,2024,"Athletics ""Mens Marathon""",
M,GER,187.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens 400m Hurdles""",
M,GER,190.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens 400m Hurdles"", ""Mens 4 x 400m Relay""",
M,GER,176.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Mens 4 x 100m Relay""",
M,GER,183.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Mens 4 x 100m Relay""",
M,GER,189.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens 400m"", ""Mens 4 x 400m Relay"", 4 x 400m Relay Mixed",
F,GER,182.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Womens 4 x 100m Relay""",
F,GER,179.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay"", 4 x 400m Relay Mixed",
M,GER,185.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Mens 1500m""",
F,GER,168.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Womens 20km Race Walk"", Marathon Race Walk Relay Mixed",
F,GER,170.0,0.0,31.0,Summer,Paris,2024,"Athletics ""Womens 100m"", ""Womens 4 x 100m Relay""",
M,GER,187.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens 100m"", ""Mens 200m"", ""Mens 4 x 100m Relay""",
M,GER,186.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens Triple Jump""",
M,GER,177.0,0.0,29.0,Summer,Paris,2024,Athletics Marathon Race Walk Relay Mixed,
M,GER,186.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens Hammer Throw""",
M,GER,186.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens Hammer Throw""",
F,GER,186.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Womens Javelin Throw""",
M,GER,204.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens Discus Throw""",
F,GER,169.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens 4 x 100m Relay""",
M,GER,190.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens Decathlon""",
F,GER,182.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Womens Shot Put""",
F,GER,172.0,0.0,31.0,Summer,Paris,2024,"Athletics ""Womens 5000m""",
M,GER,188.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
F,GER,169.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens 800m""",
M,GER,176.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens 20km Race Walk""",
F,GER,167.0,0.0,32.0,Summer,Paris,2024,"Athletics ""Womens 3000m Steeplechase""",
F,GER,172.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay""",
M,GER,191.0,0.0,36.0,Summer,Paris,2024,"Athletics ""Mens 20km Race Walk"", Marathon Race Walk Relay Mixed",
M,GER,194.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens Pole Vault""",
F,GER,170.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Womens 100m"", ""Womens 4 x 100m Relay""",
F,GER,176.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Womens Shot Put""",
F,GER,170.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Womens 4 x 100m Relay""",
F,GER,169.0,0.0,23.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay"", 4 x 400m Relay Mixed",
F,GER,175.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Womens 3000m Steeplechase""",
F,GER,171.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Womens Long Jump""",Silver
M,GER,201.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Mens Decathlon""",Silver
F,GER,185.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Womens Shot Put""",Gold
F,GER,190.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Womens High Jump""",
M,GER,181.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens Marathon""",
M,GER,198.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens High Jump""",
M,GER,183.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens 400m Hurdles""",
M,GER,183.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens 1500m""",
M,GER,198.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Mens Discus Throw""",
F,GER,191.0,0.0,31.0,Summer,Paris,2024,"Athletics ""Womens Discus Throw""",
M,GER,182.0,0.0,35.0,Summer,Paris,2024,"Athletics ""Mens Marathon""",
M,GER,200.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay"", 4 x 400m Relay Mixed",
F,GER,178.0,0.0,33.0,Summer,Paris,2024,"Athletics ""Womens Heptathlon""",
M,GER,183.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens 3000m Steeplechase""",
M,GER,185.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens Decathlon""",
F,GER,179.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Womens Discus Throw""",
M,GER,188.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
M,GER,190.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Mens Javelin Throw""",
F,GER,169.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens 1500m""",
M,GER,175.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Mens 4 x 100m Relay"", 4 x 400m Relay Mixed",
M,GER,186.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens Pole Vault""",
F,GER,170.0,0.0,32.0,Summer,Paris,2024,"Athletics ""Womens Marathon""",
M,GER,181.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens 4 x 100m Relay""",
M,GER,180.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
M,GER,184.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens 3000m Steeplechase""",
M,GER,180.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens Marathon""",
F,GER,186.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay""",
F,GER,164.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Womens 3000m Steeplechase""",
F,GER,158.0,0.0,20.0,Summer,Paris,2024,Athletics Marathon Race Walk Relay Mixed,
F,GER,182.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Womens Heptathlon""",
F,GER,176.0,0.0,23.0,Summer,Paris,2024,Athletics 4 x 400m Relay Mixed,
F,GER,176.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay""",
F,GER,175.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay"", 4 x 400m Relay Mixed",
F,GER,180.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Womens High Jump""",
F,GER,175.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Womens Long Jump""",
M,GER,193.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens Pole Vault""",
F,GER,165.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Womens 400m Hurdles""",
F,GER,186.0,0.0,32.0,Summer,Paris,2024,"Athletics ""Womens Discus Throw""",
M,GER,184.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Mens 3000m Steeplechase""",
M,GER,194.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens Long Jump""",
M,GER,188.0,0.0,20.0,Summer,Paris,2024,"Athletics ""Mens Javelin Throw""",
F,GER,171.0,0.0,20.0,Summer,Paris,2024,"Athletics ""Womens Long Jump""",
M,GER,198.0,0.0,21.0,Summer,Paris,2024,"Athletics ""Mens Discus Throw""",
M,GER,180.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Mens 4 x 100m Relay""",
F,GER,165.0,0.0,32.0,Summer,Paris,2024,"Athletics ""Womens Marathon""",
M,GER,190.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Mens 100m"", ""Mens 4 x 100m Relay""",
M,GER,184.0,0.0,21.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
F,GER,170.0,0.0,34.0,Summer,Paris,2024,"Athletics ""Womens Marathon""",
M,GER,193.0,0.0,21.0,Summer,Paris,2024,"Athletics ""Mens 110m Hurdles""",
F,GER,169.0,0.0,31.0,Summer,Paris,2024,"Athletics ""Womens Pole Vault""",
M,GER,183.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
F,HUN,164.0,0.0,32.0,Summer,Paris,2024,"Athletics ""Womens 100m Hurdles""",
F,HUN,174.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens Pole Vault""",
F,CHN,0.0,0.0,19.0,Summer,Paris,2024,"Cycling BMX Freestyle ""Womens Park""",Gold
F,CHN,0.0,0.0,20.0,Summer,Paris,2024,"Cycling BMX Freestyle ""Womens Park""",
M,CHN,0.0,0.0,26.0,Summer,Paris,2024,"Cycling Road ""Mens Road Race""",
F,CHN,0.0,0.0,23.0,Summer,Paris,2024,"Cycling Road ""Womens Road Race"", ""Womens Individual Time Trial""",
F,HUN,166.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Womens 100m Hurdles""",
F,HUN,172.0,0.0,31.0,Summer,Paris,2024,"Athletics ""Womens Heptathlon""",
F,HUN,155.0,0.0,39.0,Summer,Paris,2024,"Athletics ""Womens 20km Race Walk""",
F,CHN,0.0,0.0,27.0,Summer,Paris,2024,"Cycling Track ""Womens Sprint"", ""Womens Team Sprint""",
F,CHN,0.0,0.0,25.0,Summer,Paris,2024,"Cycling Track ""Womens Keirin"", ""Womens Team Sprint""",
F,CHN,0.0,0.0,19.0,Summer,Paris,2024,"Cycling Track ""Womens Keirin"", ""Womens Sprint"", ""Womens Team Sprint""",
F,CHN,0.0,0.0,20.0,Summer,Paris,2024,"Cycling Track ""Womens Team Sprint""",
M,CHN,0.0,0.0,25.0,Summer,Paris,2024,"Cycling Track ""Mens Keirin"", ""Mens Sprint"", ""Mens Team Sprint""",
M,CHN,0.0,0.0,29.0,Summer,Paris,2024,"Cycling Track ""Mens Team Sprint""",
M,CHN,0.0,0.0,24.0,Summer,Paris,2024,"Cycling Track ""Mens Keirin"", ""Mens Sprint"", ""Mens Team Sprint""",
M,CHN,0.0,0.0,20.0,Summer,Paris,2024,"Cycling Track ""Mens Team Sprint""",
F,CHN,0.0,0.0,30.0,Summer,Paris,2024,"Cycling Track ""Womens Omnium""",
M,HUN,185.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens 400m""",
F,HUN,178.0,0.0,35.0,Summer,Paris,2024,"Athletics ""Womens Heptathlon""",
F,TUN,0.0,0.0,28.0,Summer,Paris,2024,"Rowing ""Lightweight Womens Double Sculls""",
M,TUN,0.0,0.0,28.0,Summer,Paris,2024,"Rowing ""Mens Single Sculls""",
F,HUN,174.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Womens Hammer Throw""",
M,MGL,0.0,0.0,25.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 86kg""",
F,MGL,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Womens Freestyle 76kg""",
M,ZIM,191.0,0.0,23.0,Summer,Paris,2024,"Athletics ""Mens 200m""",
F,CHN,170.0,0.0,20.0,Summer,Paris,2024,"Athletics ""Womens Long Jump""",
M,CHN,182.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens Long Jump""",
M,CHN,185.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Mens Long Jump""",
M,CHN,191.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Mens Triple Jump""",
M,CHN,182.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens Triple Jump""",
M,CHN,188.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens Triple Jump""",
M,CHN,188.0,0.0,34.0,Summer,Paris,2024,"Athletics ""Mens Pole Vault""",
M,CHN,190.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens Pole Vault""",
M,CHN,178.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens Pole Vault""",
M,CHN,189.0,0.0,23.0,Summer,Paris,2024,"Athletics ""Mens High Jump""",
F,CHN,171.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Womens Triple Jump""",
F,CHN,178.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Womens Pole Vault""",
M,MGL,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 125kg""",
M,IRL,172.0,85.0,31.0,Summer,Paris,2024,Rugby Sevens Men,
F,ZAM,155.0,0.0,25.0,Summer,Paris,2024,"Boxing ""Womens 50kg""",
M,HUN,184.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens Hammer Throw""",
M,TJK,174.0,0.0,27.0,Summer,Paris,2024,"Boxing ""Mens 63.5kg""",
M,TUN,0.0,0.0,24.0,Summer,Paris,2024,"Canoe Sprint ""Mens Canoe Single 1000m""",
M,TUN,0.0,0.0,19.0,Summer,Paris,2024,"Canoe Slalom ""Mens Canoe Single"", ""Mens Kayak Single"", ""Mens Kayak Cross""",
M,ITA,188.0,0.0,26.0,Summer,Paris,2024,Volleyball Men,
M,ITA,200.0,0.0,28.0,Summer,Paris,2024,Volleyball Men,
M,ITA,205.0,0.0,23.0,Summer,Paris,2024,Volleyball Men,
M,ITA,200.0,0.0,25.0,Summer,Paris,2024,Volleyball Men,
M,ITA,202.0,0.0,20.0,Summer,Paris,2024,Volleyball Men,
M,ITA,201.0,0.0,27.0,Summer,Paris,2024,Volleyball Men,
M,ITA,201.0,0.0,27.0,Summer,Paris,2024,Volleyball Men,
M,ITA,203.0,0.0,24.0,Summer,Paris,2024,Volleyball Men,
M,ITA,207.0,0.0,27.0,Summer,Paris,2024,Volleyball Men,
M,ITA,196.0,0.0,24.0,Summer,Paris,2024,Volleyball Men,
M,ITA,178.0,0.0,29.0,Summer,Paris,2024,Volleyball Men,
M,CRO,0.0,0.0,36.0,Summer,Paris,2024,"Rowing ""Mens Single Sculls""",
M,CRO,0.0,0.0,36.0,Summer,Paris,2024,"Rowing ""Mens Pair""",
M,JPN,168.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens 3000m Steeplechase""",
F,JPN,173.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Womens Triple Jump""",
F,JPN,158.0,0.0,33.0,Summer,Paris,2024,Athletics Marathon Race Walk Relay Mixed,
M,JPN,179.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens 110m Hurdles""",
M,JPN,192.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens 400m"", ""Mens 4 x 400m Relay""",
M,JPN,183.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
M,JPN,178.0,0.0,21.0,Summer,Paris,2024,"Athletics ""Mens 400m Hurdles""",
M,JPN,170.0,0.0,33.0,Summer,Paris,2024,"Athletics ""Mens Marathon""",
M,JPN,175.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Mens 10,000m""",
F,JPN,164.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Womens Javelin Throw""",
M,JPN,171.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens 100m"", ""Mens 4 x 100m Relay""",
M,JPN,190.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens 100m"", ""Mens 4 x 100m Relay""",
M,JPN,181.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens 400m"", ""Mens 4 x 400m Relay""",
M,JPN,174.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Mens 400m"", ""Mens 4 x 400m Relay""",
M,JPN,180.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens High Jump""",
F,JPN,161.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens Marathon""",
F,JPN,157.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Womens Marathon""",
M,MGL,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 65kg""",
F,ITA,178.0,0.0,26.0,Summer,Paris,2024,Volleyball Women,
F,ITA,178.0,0.0,28.0,Summer,Paris,2024,Volleyball Women,
F,ITA,193.0,0.0,26.0,Summer,Paris,2024,Volleyball Women,
F,ITA,202.0,0.0,21.0,Summer,Paris,2024,Volleyball Women,
F,ITA,184.0,0.0,29.0,Summer,Paris,2024,Volleyball Women,
F,ITA,179.0,0.0,30.0,Summer,Paris,2024,Volleyball Women,
F,ITA,184.0,0.0,22.0,Summer,Paris,2024,Volleyball Women,
F,ITA,195.0,0.0,28.0,Summer,Paris,2024,Volleyball Women,
F,ITA,192.0,0.0,23.0,Summer,Paris,2024,Volleyball Women,
F,ITA,193.0,0.0,24.0,Summer,Paris,2024,Volleyball Women,
F,ITA,174.0,0.0,37.0,Summer,Paris,2024,Volleyball Women,
F,ITA,174.0,0.0,30.0,Summer,Paris,2024,Volleyball Women,
M,JPN,177.0,0.0,28.0,Summer,Paris,2024,Athletics Marathon Race Walk Relay Mixed,
F,JPN,153.0,0.0,36.0,Summer,Paris,2024,"Athletics ""Womens 10,000m""",
M,JPN,182.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Mens 110m Hurdles""",
F,JPN,172.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Womens 100m Hurdles""",
F,JPN,153.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens 1500m"", ""Womens 5000m""",
M,JPN,195.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens 400m Hurdles""",
F,JPN,160.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens Javelin Throw""",
M,JPN,181.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens 200m"", ""Mens 4 x 100m Relay""",
M,JPN,182.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens 200m""",
F,JPN,161.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Womens 5000m""",
M,JPN,183.0,0.0,21.0,Summer,Paris,2024,"Athletics ""Mens 4 x 100m Relay""",
F,JPN,156.0,0.0,21.0,Summer,Paris,2024,Athletics Marathon Race Walk Relay Mixed,
M,JPN,178.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
M,ITA,193.0,0.0,20.0,Summer,Paris,2024,Volleyball Men,
F,ITA,180.0,0.0,34.0,Summer,Paris,2024,Beach Volleyball Women,
F,ITA,186.0,0.0,22.0,Summer,Paris,2024,Beach Volleyball Women,
M,ITA,203.0,0.0,36.0,Summer,Paris,2024,Beach Volleyball Men,
M,ITA,193.0,0.0,26.0,Summer,Paris,2024,Beach Volleyball Men,
M,ITA,198.0,0.0,37.0,Summer,Paris,2024,Beach Volleyball Men,
M,ITA,183.0,0.0,36.0,Summer,Paris,2024,Beach Volleyball Men,
M,EST,0.0,0.0,34.0,Summer,Paris,2024,"Weightlifting ""Mens +102kg""",
F,EST,0.0,0.0,18.0,Summer,Paris,2024,"Swimming ""Womens 100m Breaststroke"", ""Womens 200m Breaststroke""",
M,NOR,190.0,0.0,33.0,Summer,Paris,2024,Handball Men,
M,CRO,185.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens Discus Throw""",
F,CRO,167.0,0.0,35.0,Summer,Paris,2024,"Athletics ""Womens Marathon""",
F,CRO,183.0,0.0,34.0,Summer,Paris,2024,"Athletics ""Womens Discus Throw""",Bronze
M,CRO,187.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens Hammer Throw""",
F,CRO,169.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Womens Javelin Throw""",
M,CRO,202.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Mens Shot Put""",
F,CRO,160.0,0.0,32.0,Summer,Paris,2024,"Athletics ""Womens Marathon""",
F,CRO,190.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens Discus Throw""",
F,BUL,0.0,0.0,23.0,Summer,Paris,2024,"Fencing ""Womens Sabre Individual""",
M,CRO,183.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens Long Jump""",
M,URU,0.0,0.0,25.0,Summer,Paris,2024,"Sailing ""Mens Skiff""",
F,URU,0.0,0.0,25.0,Summer,Paris,2024,"Sailing ""Womens Dinghy""",
M,EST,0.0,0.0,25.0,Summer,Paris,2024,"Swimming ""Mens 200m Butterfly"", ""Mens 400m Freestyle""",
M,URU,0.0,0.0,23.0,Summer,Paris,2024,"Sailing ""Mens Skiff""",
F,GUI,170.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens 100m""",
M,LTU,195.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens Discus Throw""",Silver
M,LTU,196.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Mens Discus Throw""",
F,EST,0.0,0.0,34.0,Summer,Paris,2024,"Fencing ""Womens Épée Individual""",
M,ITA,175.0,0.0,22.0,Summer,Paris,2024,"Sport Climbing ""Mens Speed""",
F,ITA,172.0,0.0,20.0,Summer,Paris,2024,"Sport Climbing ""Womens Speed""",
F,ITA,153.0,0.0,23.0,Summer,Paris,2024,"Sport Climbing ""Womens Boulder & Lead""",
F,ITA,158.0,0.0,23.0,Summer,Paris,2024,"Sport Climbing ""Womens Boulder & Lead""",
M,LTU,189.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens Javelin Throw""",
F,LTU,173.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Womens 800m""",
M,LTU,200.0,0.0,33.0,Summer,Paris,2024,"Athletics ""Mens Discus Throw""",
F,LTU,180.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Womens Discus Throw""",
F,LTU,173.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Womens Javelin Throw""",
M,COL,0.0,0.0,60.0,Summer,Paris,2024,Equestrian Jumping Individual,
F,LTU,169.0,0.0,31.0,Summer,Paris,2024,"Athletics ""Womens Triple Jump""",
F,LTU,175.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Womens 400m""",
F,LTU,186.0,0.0,32.0,Summer,Paris,2024,"Athletics ""Womens High Jump""",
F,ITA,0.0,0.0,26.0,Summer,Paris,2024,"Cycling Road, Cycling Track ""Womens Road Race"", ""Womens Madison"", ""Womens Omnium"", ""Womens Team Pursuit""",
F,ITA,0.0,0.0,32.0,Summer,Paris,2024,"Cycling Road ""Womens Road Race""",
