Sex,NOC,Height,Weight,Age,Season,City,Year,Event,Medal
F,COL,0.0,0.0,20.0,Summer,Paris,2024,"Swimming ""Womens 100m Breaststroke""",
F,ROU,0.0,0.0,18.0,Summer,Paris,2024,"Swimming ""Womens 200m Freestyle""",
F,MEX,157.0,0.0,23.0,Summer,Paris,2024,"Boxing ""Womens 50kg""",
M,ROU,0.0,0.0,20.0,Summer,Paris,2024,"Swimming ""Mens 100m Freestyle"", ""Mens 200m Freestyle""",Gold
M,ROU,0.0,0.0,20.0,Summer,Paris,2024,"Swimming ""Mens 100m Freestyle"", ""Mens 200m Freestyle""",Bronze
M,ROU,0.0,0.0,19.0,Summer,Paris,2024,"Swimming ""Mens 1500m Freestyle"", ""Mens 800m Freestyle""",
M,ISR,0.0,0.0,35.0,Summer,Paris,2024,Shooting 10m Air Rifle Men,
M,ALG,0.0,0.0,23.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 97kg""",
M,BAN,0.0,0.0,18.0,Summer,Paris,2024,"Archery ""Mens Individual""",
M,ISR,171.0,0.0,35.0,Summer,Paris,2024,"Badminton ""Mens Singles""",
M,UZB,0.0,0.0,27.0,Summer,Paris,2024,"Canoe Sprint ""Mens Kayak Single 1000m""",
F,ARG,0.0,0.0,28.0,Summer,Paris,2024,Judo Women -52 kg,
F,MAW,0.0,0.0,24.0,Summer,Paris,2024,"Swimming ""Womens 50m Freestyle""",
M,SWZ,182.0,0.0,36.0,Summer,Paris,2024,"Athletics ""Mens 100m""",
F,SWZ,0.0,0.0,16.0,Summer,Paris,2024,"Swimming ""Womens 100m Butterfly""",
F,FRA,0.0,0.0,27.0,Summer,Paris,2024,"Triathlon ""Womens Individual""",Gold
F,FRA,0.0,0.0,23.0,Summer,Paris,2024,"Triathlon ""Womens Individual""",
F,FRA,0.0,0.0,30.0,Summer,Paris,2024,"Triathlon ""Womens Individual""",
M,FRA,0.0,0.0,30.0,Summer,Paris,2024,"Triathlon ""Mens Individual""",
M,FRA,0.0,0.0,28.0,Summer,Paris,2024,"Triathlon ""Mens Individual""",Bronze
M,FRA,0.0,0.0,34.0,Summer,Paris,2024,"Triathlon ""Mens Individual""",
F,GAB,0.0,0.0,29.0,Summer,Paris,2024,Judo Women -48 kg,
F,MEX,160.0,0.0,24.0,Summer,Paris,2024,"Boxing ""Womens 75kg""",
F,ISV,0.0,0.0,22.0,Summer,Paris,2024,"Swimming ""Womens 400m Freestyle""",
F,GBR,0.0,0.0,16.0,Summer,Paris,2024,"Skateboarding ""Womens Park""",Bronze
M,GBR,0.0,0.0,51.0,Summer,Paris,2024,"Skateboarding ""Mens Park""",
F,GBR,0.0,0.0,16.0,Summer,Paris,2024,"Skateboarding ""Womens Park""",
F,GAM,0.0,0.0,20.0,Summer,Paris,2024,"Swimming ""Womens 100m Breaststroke""",
F,GBR,0.0,0.0,23.0,Summer,Paris,2024,Artistic Swimming Duet,
F,GBR,0.0,0.0,23.0,Summer,Paris,2024,"Marathon Swimming ""Womens 10km""",
M,GBR,0.0,0.0,23.0,Summer,Paris,2024,"Marathon Swimming ""Mens 10km""",
M,GBR,0.0,0.0,28.0,Summer,Paris,2024,"Marathon Swimming ""Mens 10km""",
F,GBR,0.0,0.0,30.0,Summer,Paris,2024,"Weightlifting ""Womens +81kg""",Bronze
M,COL,0.0,0.0,23.0,Summer,Paris,2024,"Diving ""Mens 3m Springboard""",
F,GBR,0.0,0.0,18.0,Summer,Paris,2024,"Table Tennis ""Womens Singles""",
M,GBR,0.0,0.0,31.0,Summer,Paris,2024,"Table Tennis ""Mens Singles""",
M,COL,0.0,0.0,23.0,Summer,Paris,2024,"Diving ""Mens 10m Platform""",
F,COL,0.0,0.0,27.0,Summer,Paris,2024,"Triathlon ""Womens Individual""",
M,GBR,182.0,0.0,22.0,Summer,Paris,2024,"Sport Climbing ""Mens Boulder & Lead""",
F,GBR,165.0,0.0,20.0,Summer,Paris,2024,"Sport Climbing ""Womens Boulder & Lead""",
M,GBR,174.0,0.0,19.0,Summer,Paris,2024,"Sport Climbing ""Mens Boulder & Lead""",Gold
F,GBR,157.0,0.0,27.0,Summer,Paris,2024,"Sport Climbing ""Womens Boulder & Lead""",
M,ISV,0.0,0.0,20.0,Summer,Paris,2024,"Swimming ""Mens 100m Backstroke""",
M,MEX,0.0,0.0,38.0,Summer,Paris,2024,"Table Tennis ""Mens Singles""",
F,MEX,0.0,0.0,20.0,Summer,Paris,2024,"Table Tennis ""Womens Singles""",
M,YEM,0.0,0.0,20.0,Summer,Paris,2024,Judo Men -60 kg,
M,IND,172.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens High Jump""",
M,IND,175.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
M,IND,176.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
M,IND,176.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
M,IND,174.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
M,IND,176.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Mens 4 x 400m Relay""",
M,IND,165.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Mens 3000m Steeplechase""",
M,IND,176.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens Triple Jump""",
M,IND,178.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens 20km Race Walk""",
M,IND,175.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Mens 20km Race Walk""",
M,IND,178.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Mens 20km Race Walk""",
M,IND,174.0,0.0,23.0,Summer,Paris,2024,Athletics Marathon Race Walk Relay Mixed,
M,IND,190.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Mens Shot Put""",
M,IND,178.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Mens Javelin Throw""",
M,TKM,0.0,0.0,21.0,Summer,Paris,2024,"Swimming ""Mens 100m Freestyle""",
M,ARM,0.0,0.0,21.0,Summer,Paris,2024,"Weightlifting ""Mens 102kg""",
M,ARM,0.0,0.0,29.0,Summer,Paris,2024,"Weightlifting ""Mens 89kg""",
F,IND,170.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay""",
F,IND,170.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay""",
M,ARM,0.0,0.0,25.0,Summer,Paris,2024,"Weightlifting ""Mens +102kg""",Silver
F,IND,160.0,0.0,22.0,Summer,Paris,2024,"Athletics ""Womens 5000m""",
M,IRL,0.0,0.0,28.0,Summer,Paris,2024,"Canoe Slalom ""Mens Canoe Single"", ""Mens Kayak Cross""",
F,IRL,169.0,70.0,26.0,Summer,Paris,2024,Rugby Sevens Women,
M,IRL,201.0,0.0,23.0,Summer,Paris,2024,Athletics 4 x 400m Relay Mixed,
M,IRL,183.0,0.0,32.0,Summer,Paris,2024,Athletics 4 x 400m Relay Mixed,
F,IRL,174.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Womens Heptathlon""",
M,IRL,183.0,0.0,26.0,Summer,Paris,2024,Athletics 4 x 400m Relay Mixed,
F,IRL,167.0,64.0,20.0,Summer,Paris,2024,Rugby Sevens Women,
M,IRL,0.0,0.0,26.0,Summer,Paris,2024,"Rowing ""Mens Double Sculls""",
F,IRL,0.0,0.0,27.0,Summer,Paris,2024,"Rowing ""Womens Four""",
F,IRL,0.0,0.0,27.0,Summer,Paris,2024,"Rowing ""Womens Double Sculls""",
F,IRL,0.0,0.0,25.0,Summer,Paris,2024,"Rowing ""Lightweight Womens Double Sculls""",
F,IND,162.0,0.0,29.0,Summer,Paris,2024,"Athletics ""Womens 3000m Steeplechase"", ""Womens 5000m""",
F,IND,172.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Womens 400m"", ""Womens 4 x 400m Relay""",
F,IND,162.0,0.0,32.0,Summer,Paris,2024,"Athletics ""Womens Javelin Throw""",
F,IND,172.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay""",
F,SWE,0.0,0.0,23.0,Summer,Paris,2024,"Wrestling ""Womens Freestyle 53kg""",
F,SWE,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Womens Freestyle 62kg""",
F,GAB,0.0,0.0,28.0,Summer,Paris,2024,Taekwondo Women -57kg,
M,IRI,0.0,0.0,30.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 86kg""",Silver
M,IRI,0.0,0.0,22.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 65kg""",Silver
M,IRI,0.0,0.0,27.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 74kg""",
M,IRI,0.0,0.0,22.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 87kg""",Silver
M,IRI,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 77kg""",
M,IRI,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 130kg""",Bronze
M,IRI,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 60kg""",
M,IRI,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 97kg""",Gold
M,ALG,0.0,0.0,23.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 86kg""",
F,ALG,0.0,0.0,25.0,Summer,Paris,2024,"Wrestling ""Womens Freestyle 50kg""",
M,IRI,0.0,0.0,21.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 67kg""",Gold
F,ALG,0.0,0.0,27.0,Summer,Paris,2024,"Wrestling ""Womens Freestyle 57kg""",
M,UKR,0.0,0.0,26.0,Summer,Paris,2024,Judo Men -60 kg,
M,UKR,0.0,0.0,28.0,Summer,Paris,2024,Judo Men -66 kg,
F,UKR,0.0,0.0,24.0,Summer,Paris,2024,Judo Women -57 kg,
F,UKR,0.0,0.0,20.0,Summer,Paris,2024,Judo Women -78 kg,
M,VIE,0.0,0.0,24.0,Summer,Paris,2024,"Swimming ""Mens 1500m Freestyle"", ""Mens 800m Freestyle""",
F,UZB,0.0,0.0,36.0,Summer,Paris,2024,"Canoe Sprint ""Womens Kayak Single 500m""",
F,UZB,0.0,0.0,27.0,Summer,Paris,2024,"Canoe Sprint ""Womens Canoe Single 200m""",
F,FRA,0.0,0.0,30.0,Summer,Paris,2024,"Modern Pentathlon ""Womens Individual""",
F,FRA,0.0,0.0,35.0,Summer,Paris,2024,"Modern Pentathlon ""Womens Individual""",Silver
M,FRA,0.0,0.0,32.0,Summer,Paris,2024,"Modern Pentathlon ""Mens Individual""",
M,FRA,0.0,0.0,25.0,Summer,Paris,2024,"Modern Pentathlon ""Mens Individual""",
F,UZB,0.0,0.0,44.0,Summer,Paris,2024,"Cycling Road ""Womens Road Race"", ""Womens Individual Time Trial""",
M,ALG,0.0,0.0,24.0,Summer,Paris,2024,"Sailing ""Mens Windsurfing""",
F,MOZ,168.0,0.0,30.0,Summer,Paris,2024,"Boxing ""Womens 66kg""",
M,ISV,180.0,0.0,32.0,Summer,Paris,2024,"Athletics ""Mens Marathon""",
M,GAM,0.0,0.0,31.0,Summer,Paris,2024,Judo Men -73 kg,
F,UZB,0.0,0.0,23.0,Summer,Paris,2024,"Cycling Road ""Womens Road Race""",
M,IND,0.0,0.0,23.0,Summer,Paris,2024,"Shooting 10m Air Pistol Men, 10m Air Pistol Mixed Team",
F,IND,0.0,0.0,20.0,Summer,Paris,2024,Shooting Skeet Women,
M,UZB,0.0,0.0,19.0,Summer,Paris,2024,"Cycling Road ""Mens Road Race""",
M,TPE,0.0,0.0,27.0,Summer,Paris,2024,"Canoe Slalom ""Mens Kayak Single"", ""Mens Kayak Cross""",
F,TPE,0.0,0.0,31.0,Summer,Paris,2024,"Canoe Slalom ""Womens Kayak Single"", ""Womens Kayak Cross""",
M,TPE,0.0,0.0,28.0,Summer,Paris,2024,"Canoe Sprint ""Mens Canoe Single 1000m""",
M,MAS,0.0,0.0,22.0,Summer,Paris,2024,"Weightlifting ""Mens 61kg""",
F,ALG,0.0,0.0,18.0,Summer,Paris,2024,"Artistic Gymnastics Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault""",Gold
F,UZB,0.0,0.0,34.0,Summer,Paris,2024,"Modern Pentathlon ""Womens Individual""",
F,PAR,0.0,0.0,20.0,Summer,Paris,2024,"Swimming ""Womens 100m Butterfly""",
F,LUX,0.0,0.0,28.0,Summer,Paris,2024,"Triathlon ""Womens Individual""",
F,LUX,0.0,0.0,37.0,Summer,Paris,2024,"Cycling Road ""Womens Road Race""",
F,LUX,173.0,0.0,25.0,Summer,Paris,2024,"Athletics ""Womens 100m""",
M,PAR,0.0,0.0,24.0,Summer,Paris,2024,"Swimming ""Mens 200m Individual Medley""",
M,ITA,0.0,0.0,33.0,Summer,Paris,2024,"Cycling Mountain Bike ""Mens Cross-country""",
M,ITA,0.0,0.0,24.0,Summer,Paris,2024,"Cycling Mountain Bike ""Mens Cross-country""",
F,ITA,0.0,0.0,26.0,Summer,Paris,2024,"Cycling Mountain Bike ""Womens Cross-country""",
F,ITA,0.0,0.0,28.0,Summer,Paris,2024,"Cycling Mountain Bike ""Womens Cross-country""",
M,ITA,0.0,0.0,25.0,Summer,Paris,2024,Cycling BMX Racing Men,
M,GAM,0.0,0.0,19.0,Summer,Paris,2024,"Swimming ""Mens 50m Freestyle""",
M,GAM,0.0,0.0,24.0,Summer,Paris,2024,Taekwondo Men +80kg,
M,MLI,180.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Mens 100m""",
M,IRL,178.0,0.0,23.0,Summer,Paris,2024,"Boxing ""Mens 63.5kg""",
F,IRL,150.0,0.0,23.0,Summer,Paris,2024,"Boxing ""Womens 50kg""",
F,IRL,160.0,0.0,26.0,Summer,Paris,2024,"Boxing ""Womens 54kg""",
M,IRL,186.0,0.0,22.0,Summer,Paris,2024,"Boxing ""Mens 92kg""",
F,IRL,171.0,0.0,28.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay"", 4 x 400m Relay Mixed",
F,IRL,0.0,0.0,25.0,Summer,Paris,2024,"Swimming ""Womens 100m Backstroke"", ""Womens 4 x 100m Freestyle Relay"", ""Womens 4 x 100m Medley Relay"", ""Womens 50m Freestyle""",
M,IRL,180.0,0.0,27.0,Summer,Paris,2024,"Boxing ""Mens 71kg""",
F,JAM,173.0,0.0,30.0,Summer,Paris,2024,"Athletics ""Womens 200m"", ""Womens 4 x 100m Relay""",
M,IND,0.0,0.0,23.0,Summer,Paris,2024,"Archery ""Mens Individual"", ""Mens Team"", Mixed Team",
M,IND,0.0,0.0,40.0,Summer,Paris,2024,"Archery ""Mens Individual"", ""Mens Team""",
M,IND,0.0,0.0,28.0,Summer,Paris,2024,"Archery ""Mens Individual"", ""Mens Team""",
M,UZB,0.0,0.0,23.0,Summer,Paris,2024,"Swimming ""Mens 400m Freestyle"", ""Mens 800m Freestyle""",
F,IND,0.0,0.0,30.0,Summer,Paris,2024,"Archery ""Womens Individual"", ""Womens Team""",
F,IND,0.0,0.0,19.0,Summer,Paris,2024,"Archery ""Womens Individual"", ""Womens Team""",
F,IND,0.0,0.0,26.0,Summer,Paris,2024,"Archery ""Womens Individual"", ""Womens Team"", Mixed Team",
M,UZB,0.0,0.0,28.0,Summer,Paris,2024,"Diving ""Mens 10m Platform""",
M,PAR,170.0,0.0,41.0,Summer,Paris,2024,"Golf ""Mens Individual Stroke Play""",
F,PAR,0.0,0.0,30.0,Summer,Paris,2024,Judo Women -48 kg,
M,GEO,0.0,0.0,25.0,Summer,Paris,2024,"Judo Men -81 kg, Mixed Team",Silver
M,PAR,0.0,0.0,25.0,Summer,Paris,2024,"Rowing ""Mens Single Sculls""",
F,PAR,170.0,0.0,26.0,Summer,Paris,2024,Beach Volleyball Women,
F,PAR,180.0,0.0,24.0,Summer,Paris,2024,Beach Volleyball Women,
F,ESP,0.0,0.0,27.0,Summer,Paris,2024,Taekwondo Women -67kg,
F,ESP,0.0,0.0,21.0,Summer,Paris,2024,Taekwondo Women -49kg,
M,ESP,0.0,0.0,28.0,Summer,Paris,2024,Taekwondo Men -68kg,
M,ESP,0.0,0.0,25.0,Summer,Paris,2024,Taekwondo Men -58kg,
F,KOS,167.0,0.0,25.0,Summer,Paris,2024,"Boxing ""Womens 60kg""",
F,CIV,0.0,0.0,25.0,Summer,Paris,2024,Taekwondo Women +67kg,
M,JAM,0.0,0.0,29.0,Summer,Paris,2024,"Diving ""Mens 3m Springboard""",
M,IND,0.0,0.0,23.0,Summer,Paris,2024,"Swimming ""Mens 100m Backstroke""",
F,FIJ,0.0,0.0,21.0,Summer,Paris,2024,"Sailing ""Womens Dinghy""",
F,IND,0.0,0.0,14.0,Summer,Paris,2024,"Swimming ""Womens 200m Freestyle""",
M,CGO,0.0,0.0,34.0,Summer,Paris,2024,"Table Tennis ""Mens Singles""",
F,PAR,166.0,0.0,26.0,Summer,Paris,2024,"Athletics ""Womens 100m""",
M,PAR,180.0,0.0,23.0,Summer,Paris,2024,"Athletics ""Mens 200m""",
M,MOZ,175.0,0.0,18.0,Summer,Paris,2024,"Athletics ""Mens 100m""",
M,ITA,0.0,0.0,27.0,Summer,Paris,2024,"Rowing ""Mens Quadruple Sculls""",
F,ITA,0.0,0.0,29.0,Summer,Paris,2024,"Rowing ""Womens Double Sculls""",
F,ITA,0.0,0.0,26.0,Summer,Paris,2024,"Rowing ""Womens Double Sculls""",
M,ITA,0.0,0.0,30.0,Summer,Paris,2024,"Rowing ""Lightweight Mens Double Sculls""",
M,ITA,0.0,0.0,26.0,Summer,Paris,2024,"Rowing ""Mens Quadruple Sculls""",
M,ITA,0.0,0.0,27.0,Summer,Paris,2024,"Rowing ""Lightweight Mens Double Sculls""",
M,ITA,0.0,0.0,31.0,Summer,Paris,2024,"Rowing ""Mens Four""",
M,ITA,0.0,0.0,31.0,Summer,Paris,2024,"Rowing ""Mens Eight""",
F,ITA,0.0,0.0,25.0,Summer,Paris,2024,"Rowing ""Womens Eight""",
M,ITA,0.0,0.0,24.0,Summer,Paris,2024,"Rowing ""Mens Eight""",
M,ITA,0.0,0.0,26.0,Summer,Paris,2024,"Rowing ""Mens Eight""",
M,ITA,0.0,0.0,28.0,Summer,Paris,2024,"Rowing ""Mens Eight""",
F,ITA,0.0,0.0,26.0,Summer,Paris,2024,"Rowing ""Womens Eight""",
M,ITA,0.0,0.0,27.0,Summer,Paris,2024,"Rowing ""Mens Eight""",
M,ITA,0.0,0.0,27.0,Summer,Paris,2024,"Rowing ""Mens Eight""",
F,ITA,0.0,0.0,26.0,Summer,Paris,2024,"Rowing ""Womens Eight""",
F,ITA,0.0,0.0,29.0,Summer,Paris,2024,"Rowing ""Womens Eight""",
M,ITA,0.0,0.0,29.0,Summer,Paris,2024,"Rowing ""Mens Four""",
M,ITA,0.0,0.0,25.0,Summer,Paris,2024,"Rowing ""Mens Pair""",
M,ITA,0.0,0.0,24.0,Summer,Paris,2024,"Rowing ""Mens Pair""",
M,ITA,0.0,0.0,23.0,Summer,Paris,2024,"Rowing ""Mens Eight""",
M,ITA,0.0,0.0,30.0,Summer,Paris,2024,"Rowing ""Mens Four""",
M,ITA,0.0,0.0,22.0,Summer,Paris,2024,"Rowing ""Mens Double Sculls""",
F,ITA,0.0,0.0,25.0,Summer,Paris,2024,"Rowing ""Womens Eight""",
M,ITA,0.0,0.0,26.0,Summer,Paris,2024,"Rowing ""Mens Eight""",
F,ITA,0.0,0.0,24.0,Summer,Paris,2024,"Rowing ""Mens Eight""",
F,ITA,0.0,0.0,21.0,Summer,Paris,2024,"Rowing ""Womens Eight""",
F,NAM,165.0,0.0,44.0,Summer,Paris,2024,"Athletics ""Womens Marathon""",
F,JAM,173.0,0.0,36.0,Summer,Paris,2024,"Athletics ""Womens 4 x 400m Relay"", 4 x 400m Relay Mixed",
F,JAM,173.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Womens 4 x 100m Relay""",
F,CIV,0.0,0.0,30.0,Summer,Paris,2024,Taekwondo Women -67kg,
M,CIV,0.0,0.0,31.0,Summer,Paris,2024,Taekwondo Men +80kg,Bronze
F,CRC,0.0,0.0,22.0,Summer,Paris,2024,"Swimming ""Womens 200m Butterfly""",
M,CRC,0.0,0.0,19.0,Summer,Paris,2024,"Swimming ""Mens 400m Freestyle""",
M,MEX,0.0,0.0,31.0,Summer,Paris,2024,Equestrian Jumping Individual,
M,UGA,178.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Mens 10,000m"", ""Mens 5000m""",
F,UGA,168.0,0.0,27.0,Summer,Paris,2024,"Athletics ""Womens Marathon""",
F,UGA,161.0,0.0,23.0,Summer,Paris,2024,"Athletics ""Womens 10,000m""",
M,ERI,0.0,0.0,24.0,Summer,Paris,2024,"Cycling Road ""Mens Road Race"", ""Mens Individual Time Trial""",
F,TKM,160.0,0.0,40.0,Summer,Paris,2024,"Athletics ""Womens 100m""",
F,GEO,0.0,0.0,25.0,Summer,Paris,2024,"Judo Women -57 kg, Mixed Team",
M,GEO,0.0,0.0,24.0,Summer,Paris,2024,"Judo Men -90 kg, Mixed Team",Gold
F,GEO,0.0,0.0,24.0,Summer,Paris,2024,"Judo Women +78 kg, Mixed Team",
M,GEO,0.0,0.0,32.0,Summer,Paris,2024,"Judo Men -73 kg, Mixed Team",
F,ALB,161.0,0.0,36.0,Summer,Paris,2024,"Athletics ""Womens 3000m Steeplechase""",
F,MAR,0.0,0.0,23.0,Summer,Paris,2024,"Rowing ""Womens Single Sculls""",
M,ALB,0.0,0.0,31.0,Summer,Paris,2024,"Wrestling ""Mens Freestyle 57kg""",
M,ITA,0.0,0.0,29.0,Summer,Paris,2024,"Canoe Sprint ""Mens Canoe Single 1000m"", ""Mens Canoe Double 500m""",
M,ITA,0.0,0.0,22.0,Summer,Paris,2024,"Canoe Sprint ""Mens Canoe Double 500m""",
F,TKM,0.0,0.0,19.0,Summer,Paris,2024,Judo Women -57 kg,
F,BUL,0.0,0.0,19.0,Summer,Paris,2024,Rhythmic Gymnastics Individual All-Around,
M,GEO,0.0,0.0,29.0,Summer,Paris,2024,Judo Men +100 kg,
M,TKM,0.0,0.0,20.0,Summer,Paris,2024,Judo Men -66 kg,
M,GEO,0.0,0.0,31.0,Summer,Paris,2024,"Judo Men -66 kg, Mixed Team",
F,BUL,0.0,0.0,24.0,Summer,Paris,2024,Rhythmic Gymnastics Individual All-Around,
M,MAR,0.0,0.0,25.0,Summer,Paris,2024,"Cycling Road ""Mens Road Race"", ""Mens Individual Time Trial""",
F,GEO,0.0,0.0,21.0,Summer,Paris,2024,"Judo Women -63 kg, Mixed Team",
M,MAR,0.0,0.0,29.0,Summer,Paris,2024,Cycling BMX Racing Men,
F,BUL,0.0,0.0,19.0,Summer,Paris,2024,Rhythmic Gymnastics Group All-Around,
F,BUL,0.0,0.0,18.0,Summer,Paris,2024,Rhythmic Gymnastics Group All-Around,
F,BUL,0.0,0.0,21.0,Summer,Paris,2024,Rhythmic Gymnastics Group All-Around,
F,BUL,0.0,0.0,19.0,Summer,Paris,2024,Rhythmic Gymnastics Group All-Around,
F,BUL,0.0,0.0,19.0,Summer,Paris,2024,Rhythmic Gymnastics Group All-Around,
F,GEO,0.0,0.0,55.0,Summer,Paris,2024,"Shooting 10m Air Pistol Women, 25m Pistol Women",
M,MAR,0.0,0.0,30.0,Summer,Paris,2024,"Triathlon ""Mens Individual""",
F,AIN,0.0,0.0,26.0,Summer,Paris,2024,"Cycling Road ""Womens Road Race"", ""Womens Individual Time Trial""",
M,LBA,0.0,0.0,22.0,Summer,Paris,2024,Shooting 10m Air Pistol Men,
M,MAR,193.0,0.0,44.0,Summer,Paris,2024,Beach Volleyball Men,
M,MAR,197.0,0.0,30.0,Summer,Paris,2024,Beach Volleyball Men,
M,PUR,0.0,0.0,28.0,Summer,Paris,2024,"Swimming ""Mens 100m Backstroke"", ""Mens 200m Backstroke""",
F,PUR,0.0,0.0,25.0,Summer,Paris,2024,"Swimming ""Womens 200m Individual Medley""",
M,PUR,178.0,0.0,36.0,Summer,Paris,2024,"Golf ""Mens Individual Stroke Play""",
M,PUR,0.0,0.0,27.0,Summer,Paris,2024,"Table Tennis ""Mens Singles""",
M,PUR,0.0,0.0,31.0,Summer,Paris,2024,"Table Tennis ""Mens Singles""",
F,PUR,0.0,0.0,24.0,Summer,Paris,2024,"Table Tennis ""Womens Singles""",
F,PUR,187.0,0.0,25.0,Summer,Paris,2024,Basketball Women,
F,PUR,193.0,0.0,25.0,Summer,Paris,2024,Basketball Women,
F,PUR,165.0,0.0,38.0,Summer,Paris,2024,Basketball Women,
F,PUR,180.0,0.0,27.0,Summer,Paris,2024,Basketball Women,
F,PUR,178.0,0.0,27.0,Summer,Paris,2024,Basketball Women,
F,PUR,178.0,0.0,27.0,Summer,Paris,2024,Basketball Women,
M,CUB,0.0,0.0,32.0,Summer,Paris,2024,"Archery ""Mens Individual""",
F,PUR,170.0,0.0,31.0,Summer,Paris,2024,Basketball Women,
F,PUR,174.0,0.0,21.0,Summer,Paris,2024,Basketball Women,
F,PUR,191.0,0.0,27.0,Summer,Paris,2024,Basketball Women,
F,ROU,0.0,0.0,25.0,Summer,Paris,2024,"Sailing ""Womens Dinghy""",
F,ROU,170.0,0.0,32.0,Summer,Paris,2024,"Tennis ""Womens Doubles"", ""Womens Singles""",
F,ROU,175.0,0.0,26.0,Summer,Paris,2024,"Tennis ""Womens Doubles"", ""Womens Singles""",
F,ROU,168.0,0.0,37.0,Summer,Paris,2024,"Tennis ""Womens Doubles""",
M,PUR,0.0,0.0,27.0,Summer,Paris,2024,Judo Men -81 kg,
F,PUR,0.0,0.0,35.0,Summer,Paris,2024,Judo Women -70 kg,Silver
M,LBA,0.0,0.0,24.0,Summer,Paris,2024,"Athletics ""Mens 100m""",
M,UKR,0.0,0.0,33.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 87kg""",Bronze
M,UKR,0.0,0.0,26.0,Summer,Paris,2024,"Wrestling ""Mens Greco-Roman 67kg""",Silver
F,ROU,0.0,0.0,22.0,Summer,Paris,2024,"Weightlifting ""Womens 49kg""",Silver
M,MRI,182.0,0.0,28.0,Summer,Paris,2024,"Badminton ""Mens Singles""",
F,ROU,0.0,0.0,29.0,Summer,Paris,2024,"Weightlifting ""Womens 71kg""",
F,KOS,0.0,0.0,29.0,Summer,Paris,2024,Judo Women -52 kg,Silver
F,KOS,0.0,0.0,32.0,Summer,Paris,2024,Judo Women -57 kg,
F,KOS,0.0,0.0,24.0,Summer,Paris,2024,Judo Women -63 kg,Bronze
F,KOS,0.0,0.0,27.0,Summer,Paris,2024,Judo Women -78 kg,
M,KOS,0.0,0.0,28.0,Summer,Paris,2024,Judo Men -73 kg,
F,ROU,0.0,0.0,18.0,Summer,Paris,2024,"Artistic Gymnastics Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",Bronze
F,ROU,0.0,0.0,17.0,Summer,Paris,2024,"Artistic Gymnastics Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",
F,ROU,0.0,0.0,17.0,Summer,Paris,2024,"Artistic Gymnastics Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",
M,GEO,178.0,0.0,28.0,Summer,Paris,2024,"Boxing ""Mens 63.5kg""",Bronze
